City_Tier,CC_Contacted_LY,Service_Score,Account_user_count,account_segment,CC_Agent_Score,rev_per_month,rev_growth_yoy,coupon_used_for_payment,Day_Since_CC_connect,cashback,Loyalty_Score,Tenure_Group,Payment_CC,Payment_DC,Payment_Wallet,Payment_UPI,Gender_Male,Marital_Status_Married,Marital_Status_Single,Login_device_Computer,Login_device_Mobile,Complain_ly_1.0,Churn
2,-1.0314735455383999,4,0.2954010454819943,4,4,1.018955522346246,0.21024508719013135,3.86741574095854,-0.45004845984802494,2.20397581141456,3.555884465437406,1,0,1,0,0,0,0,0,0,1,0,0
2,0.9618163491355223,2,0.2954010454819943,3,1,-0.24734026506113888,0.47665511026657337,-0.8791037452125816,-0.7343161669098478,-0.09916774903368544,-0.9024501838288198,1,0,1,0,0,1,0,0,1,0,0,0
0,1.899835123099721,3,-1.6907946783201089,3,0,1.018955522346246,0.7430651333430154,-0.4044517965954694,-0.1657807527862021,-0.5229970316181133,-1.112676586484135,2,1,0,0,0,1,1,0,1,0,0,0
0,-0.0934547715742012,2,-0.6976968164190572,3,2,0.8264746454438883,-0.8553950051156366,-0.4044517965954694,0.6870223683992663,-0.7606434554207276,-0.16279318285971228,1,0,0,0,1,1,1,0,1,0,0,0
0,-1.0314735455383999,2,-0.6976968164190572,2,4,-1.1805566924179858,-0.8553950051156366,0.07020015202164279,-0.45004845984802494,-0.9812015912241571,-0.2592220349765584,0,1,0,0,0,1,1,0,1,0,1,0
2,-0.21070711831972602,2,-0.6976968164190572,3,4,0.0857390949893987,-0.3225749589627526,-0.4044517965954694,-0.45004845984802494,-0.6815604481686873,-0.42994024135068626,0,0,1,0,0,1,1,0,0,0,0,0
0,-0.32795946506525087,2,-2.6838925402211604,2,2,-1.1805566924179858,-1.1218050281920786,-0.8791037452125816,-0.45004845984802494,-1.0120002498273388,-0.9283864656338382,2,0,1,0,0,1,1,0,1,0,0,0
0,0.8445640023899975,3,-1.6907946783201089,2,3,-0.24734026506113888,-0.05616493588631064,0.07020015202164279,-0.1657807527862021,-0.5716787823134653,-0.710113617063551,2,1,0,0,0,1,1,0,0,1,0,0
0,-0.5624641585563005,3,0.2954010454819943,4,2,0.36735368127907075,1.5422952025723413,1.0195040492558671,-0.45004845984802494,2.417380710381121,1.9717531366360816,1,1,0,0,0,0,0,0,0,1,0,0
0,0.8445640023899975,4,0.2954010454819943,2,4,1.1930756552244597,-0.8553950051156366,3.86741574095854,0.6870223683992663,-0.48405163106183247,1.8564592781227833,1,0,0,0,1,0,1,0,0,1,0,0
0,-0.21070711831972602,3,-0.6976968164190572,2,0,0.6112993319422937,0.7430651333430154,-0.4044517965954694,-0.45004845984802494,-0.29369605079184524,-0.0865752941271606,2,0,0,0,1,1,0,1,0,1,0,0
0,-0.6797165053018254,3,2.2815967692840973,3,4,-0.6549964554650904,-0.3225749589627526,0.07020015202164279,0.11848695427562071,0.052838533749759366,0.41663641064684753,1,1,0,0,0,0,0,1,0,1,1,0
2,0.6100593088989478,3,1.288498907383046,2,4,1.3520348823967834,2.3415252718016673,-0.4044517965954694,-0.1657807527862021,-0.29727266921027934,-0.5024920748624155,4,0,1,0,0,1,0,1,0,1,0,1
2,1.7825827763541962,4,0.2954010454819943,4,2,-0.24734026506113888,-0.3225749589627526,1.4941559978729795,2.9611640248938493,2.1467499167196156,0.8517877532454949,3,0,0,1,0,0,1,0,0,1,0,0
0,-0.6797165053018254,3,1.288498907383046,0,4,0.0857390949893987,-0.8553950051156366,0.544852100638755,1.255557782522912,1.217623932019763,0.995030401306838,2,1,0,0,0,0,0,1,0,1,0,0
2,0.8445640023899975,3,-1.6907946783201089,3,1,1.018955522346246,-0.8553950051156366,-0.4044517965954694,-0.1657807527862021,-0.5363100001756179,-0.8157496020459042,4,0,0,1,0,1,0,1,1,0,1,1
0,0.37555461540789814,3,-0.6976968164190572,2,0,0.36735368127907075,-0.8553950051156366,-0.4044517965954694,-1.3028515810334933,-1.0706170516850069,-0.9346625070615532,4,0,1,0,0,0,1,0,0,1,1,1
0,0.2583022686623733,4,0.2954010454819943,2,4,0.36735368127907075,-0.05616493588631064,0.07020015202164279,0.11848695427562071,-0.5571736076164825,-0.43671361901236416,4,0,1,0,0,1,1,0,0,1,0,0
0,0.37555461540789814,3,0.2954010454819943,2,1,0.6112993319422937,-0.5889849820391947,-0.4044517965954694,0.11848695427562071,-0.609431976730268,-0.6846312522015832,4,1,0,0,0,1,0,0,0,1,1,1
2,-1.3832305857749743,2,-1.6907946783201089,0,4,-1.1805566924179858,-0.05616493588631064,-0.4044517965954694,0.6870223683992663,0.07727875960905811,0.29794317138381493,1,0,0,1,0,1,0,0,0,1,0,0
0,0.02379757517132363,3,-0.6976968164190572,2,4,-1.1805566924179858,1.0094751564194573,-0.4044517965954694,-0.1657807527862021,-1.0956533806140452,-0.8340071314640559,1,0,1,0,0,1,1,0,0,1,0,0
1,1.7825827763541962,2,-0.6976968164190572,0,4,1.3520348823967834,0.21024508719013135,-0.4044517965954694,-0.7343161669098478,0.46633536312537827,-0.8508138501537844,4,0,0,0,1,0,1,0,1,0,1,1
0,-1.2659782390294496,4,0.2954010454819943,2,1,-0.6549964554650904,-0.5889849820391947,1.9688079464900916,1.255557782522912,-0.5597567209186848,1.0042906338484336,4,0,0,0,1,1,0,1,0,1,1,1
0,2.2515921633362956,2,-0.6976968164190572,4,4,0.0857390949893987,-0.8553950051156366,-0.8791037452125816,-0.7343161669098478,1.8234633518978325,-0.6251697775969164,1,0,1,0,0,0,1,0,0,1,1,0
2,-1.2659782390294496,2,-2.6838925402211604,4,4,-1.1805566924179858,-0.3225749589627526,-0.8791037452125816,2.1083609037083804,1.9003606478941635,0.7708627111546236,1,0,1,0,0,1,0,1,0,1,0,0
2,-1.3832305857749743,3,-0.6976968164190572,2,3,-1.1805566924179858,-0.05616493588631064,-0.4044517965954694,-0.1657807527862021,-0.9539795510394093,-0.39712889532418294,4,0,0,0,0,0,0,1,0,1,1,1
0,-0.0934547715742012,3,0.2954010454819943,0,2,1.1930756552244597,-0.05616493588631064,-0.4044517965954694,0.9712900754610891,0.6549026341861484,0.6221589138928078,1,0,1,0,0,1,0,1,0,1,0,0
0,-0.7969688520473502,3,0.2954010454819943,2,1,2.3743850191409446,2.0751152487252256,0.07020015202164279,-1.0185838739716706,-0.6394358312404647,0.5866294133145364,4,0,0,0,0,1,0,1,1,0,1,1
0,-0.21070711831972602,4,-1.6907946783201089,2,3,-0.6549964554650904,1.8087052256487834,0.07020015202164279,-0.45004845984802494,-0.5351177940361399,-0.24199059371623818,2,0,1,0,0,1,1,0,1,0,0,0
0,-0.914221198792875,2,-0.6976968164190572,2,3,-1.1805566924179858,-0.8553950051156366,-0.8791037452125816,-0.45004845984802494,-0.29369605079184524,-0.633492970325949,4,1,0,0,0,0,0,1,0,1,0,0
0,0.37555461540789814,3,0.2954010454819943,3,2,-0.24734026506113888,-0.05616493588631064,-0.4044517965954694,0.6870223683992663,-0.4649763328301843,-0.7132145540622643,2,0,0,0,0,1,1,0,1,0,0,0
0,-0.32795946506525087,3,0.2954010454819943,2,2,-0.6549964554650904,-0.05616493588631064,-0.4044517965954694,-1.3028515810334933,-1.0787637936381065,-0.42011080559321085,1,0,1,0,0,0,0,1,0,1,0,0
0,-1.0314735455383999,3,1.288498907383046,2,0,-0.6549964554650904,-0.8553950051156366,-0.4044517965954694,-0.45004845984802494,-0.32509081246476607,-0.17045603675020665,4,0,1,0,0,1,1,0,1,0,1,0
0,-0.914221198792875,3,0.2954010454819943,3,0,0.0857390949893987,2.3415252718016673,-0.4044517965954694,-1.3028515810334933,-0.1434780772176175,0.330187985656636,1,0,0,0,1,1,0,1,0,1,0,0
0,0.02379757517132363,2,0.2954010454819943,2,2,0.0857390949893987,-0.3225749589627526,-0.4044517965954694,-0.7343161669098478,-1.0531313616393296,-0.6106995442330027,2,0,1,0,0,1,1,0,1,0,1,0
2,-0.914221198792875,3,2.2815967692840973,3,0,-0.24734026506113888,-0.3225749589627526,-0.4044517965954694,-0.1657807527862021,0.8190296793876192,0.4925112990914209,2,1,0,0,0,1,1,0,1,0,0,0
0,-0.5624641585563005,4,0.2954010454819943,3,2,-0.6549964554650904,-0.8553950051156366,0.07020015202164279,-0.45004845984802494,-0.10035995517316348,-0.12007072231312274,4,0,1,0,0,0,1,0,0,1,0,0
1,2.1343398165907708,4,0.2954010454819943,1,2,0.36735368127907075,-1.1218050281920786,0.07020015202164279,-1.0185838739716706,2.8920774549166106,0.30442685799543645,1,0,1,0,0,0,1,0,0,1,0,0
0,-0.7969688520473502,3,-0.6976968164190572,3,3,0.6112993319422937,-1.1218050281920786,1.0195040492558671,-0.45004845984802494,-0.30919473060505925,0.926866259230003,2,0,1,0,0,0,1,0,0,1,0,0
0,1.6653304296086713,3,0.2954010454819943,4,2,-0.24734026506113888,0.21024508719013135,1.0195040492558671,2.676896317832026,1.1806655416959448,0.31227011968378204,1,1,0,0,0,1,1,0,1,0,1,0
0,0.7273116556444726,2,0.2954010454819943,3,3,0.0857390949893987,-1.3882150512685207,-0.4044517965954694,-0.7343161669098478,-0.5792294211968257,-0.8234953861046033,2,0,0,0,1,0,1,0,0,1,0,0
0,-0.21070711831972602,3,2.2815967692840973,3,3,0.6112993319422937,1.2758851794958994,-0.4044517965954694,-0.45004845984802494,0.09516185170122819,0.42726916634557704,3,1,0,0,0,1,1,0,0,1,0,0
0,0.14104992191684845,2,0.2954010454819943,2,4,-0.24734026506113888,-0.3225749589627526,-0.8791037452125816,-1.3028515810334933,-1.288989476232727,-1.2835505153250664,4,0,1,0,0,0,0,1,0,1,0,1
0,-0.21070711831972602,4,0.2954010454819943,2,0,-0.24734026506113888,1.0094751564194573,0.07020015202164279,-0.1657807527862021,-0.14546508745008072,0.04820966211583147,2,0,1,0,0,1,1,0,0,1,0,0
0,1.0790686958810471,3,-0.6976968164190572,2,1,5.84019302131256,1.0094751564194573,-0.8791037452125816,-0.7343161669098478,-1.1415533169839476,0.2330095052687746,1,1,0,0,0,1,0,0,1,0,0,0
2,2.3688445100818205,3,-0.6976968164190572,3,4,-0.24734026506113888,-0.5889849820391947,-0.8791037452125816,-1.3028515810334933,-0.639237130217218,-1.997454037869808,2,0,1,0,0,0,0,0,1,0,0,1
0,0.14104992191684845,3,0.2954010454819943,2,4,-0.24734026506113888,-0.05616493588631064,0.07020015202164279,2.9611640248938493,-0.03617952466459759,-0.02134956539117553,1,1,0,0,0,1,0,1,0,1,1,0
0,-1.0314735455383999,3,2.2815967692840973,3,0,-0.24734026506113888,1.2758851794958994,0.07020015202164279,-0.45004845984802494,0.11682026323507855,0.3707811234845732,0,0,1,0,0,0,0,1,0,1,0,0
0,-1.2659782390294496,4,0.2954010454819943,2,3,-1.1805566924179858,1.5422952025723413,0.07020015202164279,0.9712900754610891,-0.3823167071597099,0.072729827051901,0,1,0,0,0,1,0,0,0,1,1,0
0,2.1343398165907708,3,0.2954010454819943,3,1,-0.6549964554650904,2.6079352948781094,0.07020015202164279,2.9611640248938493,-0.1911663227967375,-1.1241286752875514,1,0,0,0,1,1,0,1,0,1,0,0
2,-1.2659782390294496,3,0.2954010454819943,3,2,-0.6549964554650904,2.6079352948781094,1.4941559978729795,0.6870223683992663,-0.11844174828857972,1.2808127674283996,1,0,1,0,0,1,0,0,0,1,0,0
0,1.0790686958810471,3,-0.6976968164190572,2,3,0.0857390949893987,-0.8553950051156366,-0.4044517965954694,-1.3028515810334933,-1.091480659125872,-1.3721397300694167,4,0,1,0,0,0,1,0,0,1,0,1
2,0.2583022686623733,3,0.2954010454819943,3,2,0.6112993319422937,0.47665511026657337,1.9688079464900916,0.9712900754610891,0.02124507105359236,0.8787851218035095,0,1,0,0,0,1,0,1,0,1,0,0
0,0.9618163491355223,4,0.2954010454819943,2,3,0.36735368127907075,1.5422952025723413,-0.4044517965954694,-1.0185838739716706,-0.4929931771079172,-0.7692193806040808,2,0,1,0,0,1,1,0,0,1,0,0
2,-0.32795946506525087,3,0.2954010454819943,3,2,0.0857390949893987,-0.3225749589627526,0.07020015202164279,-0.1657807527862021,0.2569044846237435,0.3833592308766351,1,0,0,0,0,1,0,0,1,0,1,1
2,1.313573389372097,3,-0.6976968164190572,3,2,-1.921292242872475,1.0094751564194573,-0.8791037452125816,0.6870223683992663,-0.6825539532849186,-1.9302834593042315,2,0,0,1,0,1,0,1,1,0,0,0
2,-0.4452118118107757,3,-0.6976968164190572,3,0,-0.6549964554650904,-1.1218050281920786,-0.8791037452125816,-0.7343161669098478,-0.4425231172033488,-0.5783118005913417,2,0,1,0,0,0,1,0,0,1,0,0
2,1.7825827763541962,4,1.288498907383046,3,3,1.1930756552244597,-0.05616493588631064,0.544852100638755,-0.45004845984802494,0.49435220740311114,0.052855275937108544,1,0,1,0,0,1,0,1,1,0,0,0
0,-0.4452118118107757,3,1.288498907383046,3,2,0.0857390949893987,0.47665511026657337,0.07020015202164279,-1.0185838739716706,0.12496700518817813,0.6544055959299883,3,1,0,0,0,1,1,0,0,1,0,0
0,-1.2659782390294496,3,0.2954010454819943,2,4,0.0857390949893987,0.47665511026657337,0.07020015202164279,-1.0185838739716706,-0.5730696894761894,0.518442632468216,2,0,1,0,0,0,0,1,0,1,0,0
0,-0.6797165053018254,2,0.2954010454819943,1,2,0.8264746454438883,-0.8553950051156366,1.9688079464900916,2.676896317832026,2.262990015318721,2.4421139942605032,1,1,0,0,0,0,1,0,0,1,0,0
2,-0.32795946506525087,2,-0.6976968164190572,3,0,-1.1805566924179858,-0.8553950051156366,-0.4044517965954694,1.255557782522912,-0.476699693201718,-0.576211022123489,2,0,1,0,0,0,1,0,0,1,1,0
0,-0.6797165053018254,2,0.2954010454819943,0,4,0.0857390949893987,-0.5889849820391947,-0.4044517965954694,-1.3028515810334933,1.041574825423512,0.7023690530456843,1,0,0,0,1,1,1,0,0,0,1,0
0,-0.32795946506525087,3,0.2954010454819943,3,1,1.1930756552244597,-0.5889849820391947,-0.4044517965954694,-0.7343161669098478,-0.6213540381250484,0.10016963811018088,1,0,1,0,0,1,0,0,1,0,0,0
0,-1.1487258922839247,2,0.2954010454819943,2,1,-1.921292242872475,-1.1218050281920786,-0.8791037452125816,-1.0185838739716706,-0.8144914327204841,-0.8897433793200739,4,1,0,0,0,1,0,1,0,1,0,0
0,-0.5624641585563005,4,-1.6907946783201089,0,3,-0.24734026506113888,-0.8553950051156366,0.07020015202164279,0.9712900754610891,0.4854106613570264,0.19282968613798432,4,0,1,0,0,0,0,1,1,0,0,1
0,-0.7969688520473502,4,0.2954010454819943,4,2,0.8264746454438883,0.21024508719013135,-0.4044517965954694,-0.1657807527862021,2.4511598843329976,1.5940525284738516,1,1,0,0,0,1,0,0,0,1,0,0
2,-0.7969688520473502,4,1.288498907383046,3,0,-0.6549964554650904,-1.1218050281920786,-0.4044517965954694,-0.1657807527862021,-0.20189617805203933,-0.26939465769544035,4,0,1,0,0,0,0,1,0,1,1,0
0,-0.6797165053018254,4,0.2954010454819943,3,0,1.018955522346246,0.21024508719013135,0.07020015202164279,0.11848695427562071,0.16768772518613984,0.7000135866274961,2,1,0,0,0,1,1,0,0,1,0,0
0,-1.2659782390294496,3,1.288498907383046,2,3,-0.6549964554650904,-0.5889849820391947,-0.4044517965954694,-1.0185838739716706,-0.5299515674317349,-0.14749107447510662,4,0,1,0,0,0,0,1,0,1,0,0
0,0.02379757517132363,3,-0.6976968164190572,3,3,1.1930756552244597,-0.3225749589627526,-0.4044517965954694,-0.45004845984802494,-0.18301958084363792,0.0535655999686051,2,0,1,0,0,1,0,1,1,0,0,0
0,1.5480780828631464,3,-0.6976968164190572,2,1,0.6112993319422937,-1.3882150512685207,-0.4044517965954694,-0.7343161669098478,-0.8015758662094723,-1.3724530505980412,4,1,0,0,0,1,0,0,0,1,0,0
2,-1.0314735455383999,2,0.2954010454819943,0,0,-1.1805566924179858,-1.3882150512685207,0.544852100638755,-0.45004845984802494,0.46136783754421995,0.3917491904764641,4,0,1,0,0,1,1,0,0,1,1,1
2,-0.21070711831972602,3,1.288498907383046,3,1,0.0857390949893987,1.2758851794958994,3.86741574095854,0.40275466133744353,-0.05048599833833354,2.0273860531205825,2,0,1,0,0,1,0,0,1,0,0,0
0,0.02379757517132363,3,0.2954010454819943,2,2,0.6112993319422937,0.47665511026657337,-0.4044517965954694,-0.45004845984802494,-0.4604062092955183,-0.4528686539882683,4,0,1,0,0,0,0,0,1,0,1,1
0,0.2583022686623733,4,1.288498907383046,1,0,0.0857390949893987,2.3415252718016673,0.07020015202164279,-0.7343161669098478,2.9427462158444255,1.0863388845613022,1,0,0,0,1,1,0,1,0,1,0,0
2,0.49280696215342296,3,-0.6976968164190572,0,2,-0.6549964554650904,-0.8553950051156366,-0.4044517965954694,-1.3028515810334933,0.03137882323915572,-0.8657087936991913,4,0,0,1,0,1,1,0,0,1,0,1
2,-0.4452118118107757,2,-0.6976968164190572,3,4,-0.6549964554650904,-0.8553950051156366,0.07020015202164279,-0.7343161669098478,-0.32012328688360775,-0.14033220820614367,0,0,1,0,0,1,1,0,0,1,0,0
0,-1.0314735455383999,3,1.288498907383046,1,4,1.1930756552244597,-0.8553950051156366,-0.4044517965954694,-1.0185838739716706,2.689402411205351,2.0095762607273646,3,1,0,0,0,1,1,0,0,1,0,0
2,1.6653304296086713,2,0.2954010454819943,3,4,-1.1805566924179858,-1.3882150512685207,-0.4044517965954694,-0.45004845984802494,-0.29369605079184524,-1.6889276596078011,4,0,1,0,0,1,1,0,0,1,0,0
0,0.14104992191684845,4,1.288498907383046,1,2,0.0857390949893987,-0.3225749589627526,-0.4044517965954694,-0.1657807527862021,-0.519817815246172,-0.6687234083023631,4,1,0,0,0,0,1,0,0,1,0,0
0,0.2583022686623733,2,-0.6976968164190572,3,2,1.1930756552244597,-0.3225749589627526,-0.4044517965954694,-1.0185838739716706,-0.4967684965495975,-0.13013650699479123,1,1,0,0,0,0,0,1,0,1,0,0
0,-0.32795946506525087,3,0.2954010454819943,2,2,-0.6549964554650904,-0.05616493588631064,-0.4044517965954694,-0.45004845984802494,-0.290516834419904,-0.5393089578495311,4,0,0,0,0,1,0,1,0,1,1,1
0,-1.1487258922839247,3,2.2815967692840973,0,4,-0.24734026506113888,1.5422952025723413,3.86741574095854,0.9712900754610891,0.9436152209630702,2.724765674092472,2,0,0,0,0,0,1,0,0,0,1,0
2,0.7273116556444726,3,0.2954010454819943,2,2,-0.24734026506113888,1.2758851794958994,-0.4044517965954694,-1.0185838739716706,-0.5728709884529433,-0.9068844497524348,2,0,1,0,0,0,1,0,0,1,1,0
0,-0.21070711831972602,3,1.288498907383046,2,3,-0.6549964554650904,-1.1218050281920786,-0.4044517965954694,-1.0185838739716706,-0.5581671127327145,-0.6939917488020528,4,0,1,0,0,1,1,0,1,0,0,0
0,-0.32795946506525087,3,-0.6976968164190572,4,2,1.1930756552244597,-0.05616493588631064,1.0195040492558671,2.3926286107702035,1.0399852172375414,1.3877282047386303,1,0,1,0,0,0,0,1,0,1,0,0
0,-0.5624641585563005,3,0.2954010454819943,3,3,0.6112993319422937,0.47665511026657337,0.07020015202164279,-0.7343161669098478,-0.1979221575871129,0.4057095050456946,2,0,0,0,1,0,0,1,0,1,0,0
0,2.2515921633362956,3,0.2954010454819943,2,2,-0.6549964554650904,-0.5889849820391947,0.544852100638755,-0.45004845984802494,-0.5029282282702339,-0.7567382592613722,3,0,1,0,0,1,1,0,0,1,0,0
0,-0.32795946506525087,3,0.2954010454819943,2,4,0.36735368127907075,-0.05616493588631064,-0.4044517965954694,-0.1657807527862021,-0.48444903310832477,-0.25138221598414173,0,1,0,0,0,1,1,0,1,0,1,0
0,-0.0934547715742012,2,-0.6976968164190572,2,4,0.0857390949893987,-0.3225749589627526,-0.8791037452125816,-0.7343161669098478,-1.041408001267796,-0.9437757541816827,4,0,1,0,0,1,0,1,0,1,0,0
0,0.7273116556444726,4,0.2954010454819943,2,3,-0.6549964554650904,-0.5889849820391947,1.4941559978729795,0.9712900754610891,-0.3113804418607686,0.08151915385101531,2,1,0,0,0,0,1,0,0,1,0,0
0,0.9618163491355223,2,-2.6838925402211604,3,4,-1.1805566924179858,-0.8553950051156366,-0.4044517965954694,-0.45004845984802494,-0.29369605079184524,-0.7442205870519071,3,1,0,0,0,0,1,0,0,1,0,0
2,-1.2659782390294496,3,-0.6976968164190572,2,2,-0.24734026506113888,-0.3225749589627526,-0.4044517965954694,-0.45004845984802494,-1.012198950850585,-0.2374517925403044,4,0,0,0,0,1,1,0,1,0,0,1
2,2.017087469845246,2,-0.6976968164190572,2,0,0.0857390949893987,-0.8553950051156366,-0.4044517965954694,-1.0185838739716706,-0.9941171577351688,-1.8144238330945974,4,1,0,0,0,1,1,0,1,0,0,0
0,-0.21070711831972602,4,-1.6907946783201089,2,2,1.1930756552244597,-0.8553950051156366,0.07020015202164279,-0.45004845984802494,-0.30303499888442287,0.19824971979980022,0,1,0,0,0,0,1,0,0,1,0,0
0,0.9618163491355223,2,-0.6976968164190572,3,2,-1.1805566924179858,-1.3882150512685207,-0.8791037452125816,-0.7343161669098478,-0.7562720329093083,-1.6576180368788738,0,0,1,0,0,1,1,0,0,1,0,0
0,0.9618163491355223,3,1.288498907383046,3,2,0.0857390949893987,-0.3225749589627526,0.07020015202164279,1.255557782522912,-0.22057407423719458,-0.700249193314779,4,0,1,0,0,0,0,1,0,1,1,0
0,-0.7969688520473502,2,0.2954010454819943,2,2,0.36735368127907075,0.7430651333430154,-0.4044517965954694,-1.3028515810334933,-1.196593500423182,-0.195467273429382,2,0,1,0,0,1,0,0,1,0,0,0
2,-0.0934547715742012,3,0.2954010454819943,3,2,-0.24734026506113888,-0.3225749589627526,0.07020015202164279,-0.45004845984802494,0.33797450210824703,0.04291629227960024,2,0,0,1,0,1,1,0,0,1,0,0
2,-1.1487258922839247,3,-0.6976968164190572,3,0,-1.1805566924179858,-0.5889849820391947,-0.4044517965954694,-0.1657807527862021,-0.4963710945031046,-0.21290238126715183,0,1,0,0,0,1,1,0,0,1,0,0
1,-0.5624641585563005,3,0.2954010454819943,4,0,-0.6549964554650904,1.5422952025723413,1.0195040492558671,0.9712900754610891,2.1725810497416393,1.4575344542141928,1,1,0,0,0,1,0,1,0,1,1,0
0,-0.0934547715742012,4,0.2954010454819943,0,2,0.8264746454438883,-1.1218050281920786,-0.4044517965954694,-1.0185838739716706,0.9030802122208178,0.14640452217479927,4,1,0,0,0,1,1,0,1,0,0,1
0,2.017087469845246,3,1.288498907383046,4,3,-0.6549964554650904,-1.1218050281920786,3.86741574095854,0.6870223683992663,2.2256342229484103,1.6772430298149508,1,0,0,0,0,0,0,1,0,1,0,0
0,-1.0314735455383999,3,-0.6976968164190572,2,0,0.8264746454438883,2.0751152487252256,-0.8791037452125816,-1.3028515810334933,-0.997693776153603,0.020880083161372145,1,0,1,0,0,1,1,0,0,1,0,0
2,-0.0934547715742012,3,0.2954010454819943,3,2,-0.6549964554650904,-0.3225749589627526,-0.4044517965954694,1.5398254895847348,-0.0031951548057063887,-0.4155713252480217,2,0,0,1,0,1,0,1,0,1,0,0
0,0.02379757517132363,3,-0.6976968164190572,3,2,-0.24734026506113888,-0.5889849820391947,0.07020015202164279,0.6870223683992663,-0.36244660483507657,-0.05415454464811991,1,1,0,0,0,1,1,0,0,0,1,0
0,0.8445640023899975,3,0.2954010454819943,2,2,1.018955522346246,-0.3225749589627526,0.07020015202164279,1.255557782522912,-0.507100949758407,-0.22066718566326776,1,0,1,0,0,1,1,0,0,1,0,0
0,0.02379757517132363,3,-0.6976968164190572,0,2,1.1930756552244597,-1.3882150512685207,-0.8791037452125816,-1.3028515810334933,0.4261977564296188,-0.2442898398449302,4,1,0,0,0,1,1,0,1,0,0,1
0,0.14104992191684845,2,-0.6976968164190572,2,3,-0.6549964554650904,-0.3225749589627526,-0.4044517965954694,-0.7343161669098478,-1.1443351313093966,-1.1045172254321602,4,1,0,0,0,0,0,0,0,1,0,0
0,-0.32795946506525087,3,-0.6976968164190572,3,3,1.1930756552244597,-0.3225749589627526,-0.4044517965954694,-0.45004845984802494,-0.2426298878175378,0.2112169665269631,2,0,1,0,0,1,0,1,1,0,0,0
0,-0.6797165053018254,3,0.2954010454819943,2,2,-0.6549964554650904,-0.8553950051156366,-0.4044517965954694,-0.45004845984802494,-0.6010865337539223,-0.47080281565327825,4,0,1,0,0,0,0,1,0,1,1,0
0,0.14104992191684845,3,-1.6907946783201089,2,0,-0.24734026506113888,1.0094751564194573,0.07020015202164279,-0.7343161669098478,-0.6227449452877726,-0.3706012149395491,2,0,1,0,0,1,1,0,0,1,0,0
0,2.017087469845246,3,-0.6976968164190572,2,4,-1.1805566924179858,-0.8553950051156366,-0.4044517965954694,-0.7343161669098478,-0.813895329650745,-2.076019870609865,4,1,0,0,0,1,1,0,0,1,0,0
0,-0.7969688520473502,3,-2.6838925402211604,3,4,-0.24734026506113888,-0.05616493588631064,-0.4044517965954694,-0.7343161669098478,-0.5702878751507404,0.08028562574663896,1,0,1,0,0,1,1,0,0,1,0,0
0,0.7273116556444726,3,-0.6976968164190572,3,1,-0.6549964554650904,1.0094751564194573,-0.4044517965954694,1.255557782522912,-0.04452496764094389,-0.8005486785977605,2,0,1,0,0,1,1,0,1,0,0,0
0,-0.32795946506525087,3,-0.6976968164190572,2,4,-1.1805566924179858,-0.8553950051156366,1.4941559978729795,-1.0185838739716706,-1.0817443089868015,0.3501014508970476,1,0,1,0,0,1,1,0,0,1,1,0
0,-0.7969688520473502,3,0.2954010454819943,2,0,-0.6549964554650904,-0.05616493588631064,1.4941559978729795,-0.45004845984802494,-0.29369605079184524,0.6278916220814917,4,0,0,0,0,1,1,0,0,1,1,1
2,-0.5624641585563005,3,-0.6976968164190572,3,2,0.0857390949893987,1.8087052256487834,0.544852100638755,0.6870223683992663,-0.4270244373901348,0.5860355071147091,1,0,1,0,0,0,1,0,1,0,0,0
0,0.7273116556444726,3,0.2954010454819943,2,2,0.8264746454438883,-0.05616493588631064,-0.4044517965954694,-0.1657807527862021,-0.4113270565536741,-0.6203459008160158,0,0,1,0,0,1,1,0,1,0,0,0
0,-1.2659782390294496,4,0.2954010454819943,0,4,1.018955522346246,0.21024508719013135,-0.4044517965954694,-0.1657807527862021,0.7735271450642092,1.192127844907034,1,1,0,0,0,1,1,0,0,1,0,0
2,2.3688445100818205,3,1.288498907383046,3,4,0.6112993319422937,0.21024508719013135,0.07020015202164279,-0.7343161669098478,0.37612509857154325,-1.1154174618487065,4,0,0,1,0,0,0,1,1,0,0,1
0,-1.2659782390294496,3,-0.6976968164190572,2,0,-0.24734026506113888,1.5422952025723413,-0.8791037452125816,-1.3028515810334933,-1.0374339808028696,-0.15013869193421003,1,0,1,0,0,1,1,0,0,1,0,0
0,1.5480780828631464,2,0.2954010454819943,3,0,-0.24734026506113888,1.2758851794958994,0.07020015202164279,0.11848695427562071,-0.05267170959404347,-0.9773339241775362,0,0,0,0,0,0,1,0,1,0,0,0
0,1.196321042626572,3,2.2815967692840973,3,0,0.8264746454438883,0.7430651333430154,-0.4044517965954694,-1.0185838739716706,0.20027469299853873,-0.5006355757011278,2,1,0,0,0,1,1,0,0,1,1,0
2,-1.1487258922839247,4,0.2954010454819943,0,4,-0.24734026506113888,2.0751152487252256,-0.4044517965954694,1.255557782522912,0.7880323197611913,0.5537534185106745,2,0,1,0,0,1,1,0,1,0,0,0
1,-0.6797165053018254,4,0.2954010454819943,2,0,-0.6549964554650904,-0.05616493588631064,0.07020015202164279,1.255557782522912,-0.29091423646639686,0.24756492859301074,1,0,1,0,0,1,0,1,0,1,0,0
