Tenure,City_Tier,CC_Contacted_LY,Payment,Gender,Service_Score,Account_user_count,account_segment,CC_Agent_Score,Marital_Status,rev_per_month,Complain_ly,rev_growth_yoy,coupon_used_for_payment,Day_Since_CC_connect,cashback,Login_device,KM_segments,Churn
29.0,1.0,15.0,CC,Female,3.0,3.0,Regular Plus,3.0,Married,3.0,0.0,19.0,1.0,3.0,129.42,Computer,0,0
8.0,1.0,9.0,DC,Male,3.0,5.0,Super,5.0,Divorced,8.0,0.0,14.0,1.0,10.0,184.57,Mobile,3,0
0.0,3.0,10.0,CC,Female,2.0,4.0,Regular,3.0,Single,5.0,0.0,19.0,0.0,2.0,129.83,Others,0,0
8.0,1.0,6.0,CC,Male,3.0,4.0,Regular Plus,5.0,Single,2.0,0.0,19.0,0.0,2.0,124.5,Mobile,3,0
23.0,1.0,32.0,DC,Male,4.0,4.0,Super,2.0,Married,5.0,1.0,16.0,1.0,8.0,200.04,Computer,2,0
7.0,1.0,12.0,CC,Male,3.0,1.0,Regular Plus,1.0,Married,5.0,1.0,15.0,0.0,2.0,135.32,Mobile,2,0
30.0,3.0,21.0,Wallet,Female,3.0,5.0,Super,5.0,Married,9.0,0.0,19.0,1.0,1.0,179.8,Mobile,3,0
17.0,3.0,23.0,Wallet,Female,4.0,4.0,Super Plus,2.0,Divorced,7.0,1.0,23.0,1.0,10.0,285.64,Mobile,2,0
0.0,3.0,20.0,CC,Male,2.0,3.0,Regular Plus,1.0,Single,4.0,0.0,15.0,0.0,0.0,110.81,Mobile,0,1
8.0,1.0,16.0,CC,Female,3.0,5.0,HNI,4.0,Single,3.0,0.0,15.0,5.0,8.0,211.21,Mobile,1,0
28.0,1.0,13.0,DC,Female,3.0,3.0,Super Plus,2.0,Single,3.0,1.0,13.0,0.0,2.0,268.59,Mobile,2,0
2.0,3.0,13.0,CC,Male,2.0,4.0,Super,4.0,Married,6.0,1.0,13.0,0.0,9.0,144.87,Mobile,0,0
9.0,1.0,19.0,DC,Male,4.0,3.0,Regular Plus,2.0,Single,5.0,0.0,18.0,2.0,1.0,175.8,Mobile,2,0
4.0,1.0,34.0,DC,Male,2.0,3.0,Regular Plus,3.0,Married,5.0,0.0,18.0,3.0,3.0,134.11,Mobile,2,0
14.0,1.0,37.0,COD,Male,4.0,4.0,Super,2.0,Married,7.0,0.0,20.0,3.0,8.0,158.19,Mobile,2,0
9.0,3.0,20.0,DC,Female,4.0,4.0,Regular Plus,2.0,Divorced,3.0,0.0,17.0,1.0,3.0,157.72,Mobile,2,0
0.0,1.0,24.0,COD,Female,2.0,3.0,Regular Plus,4.0,Divorced,10.0,0.0,16.0,2.0,2.0,165.25,Mobile,0,0
0.0,1.0,22.0,DC,Female,2.0,1.0,Regular Plus,5.0,Single,2.0,0.0,16.0,15.0,14.0,127.43,Mobile,1,1
4.0,3.0,28.0,DC,Male,4.0,4.0,Super,3.0,Married,12.0,0.0,16.0,2.0,3.0,185.01,Mobile,2,0
29.0,1.0,9.0,DC,Male,4.0,4.0,HNI,4.0,Married,5.0,0.0,19.0,1.0,3.0,234.76,Computer,1,0
8.0,1.0,26.0,CC,Female,3.0,4.0,Super,4.0,Married,6.0,0.0,14.0,1.0,11.0,169.44,Computer,3,0
8.0,1.0,7.0,CC,Male,4.0,4.0,Super,4.0,Married,3.0,0.0,16.0,2.0,4.0,168.25,Mobile,3,0
27.0,1.0,9.0,CC,Female,2.0,3.0,Super Plus,2.0,Single,7.0,0.0,19.0,5.0,7.0,279.28,Mobile,1,0
12.0,1.0,19.0,DC,Male,1.0,5.0,Super,5.0,Married,4.0,0.0,16.0,2.0,3.0,187.88,Computer,3,0
15.0,1.0,8.0,CC,Female,2.0,4.0,Regular Plus,5.0,Married,1.0,1.0,11.0,7.0,8.0,125.93,Mobile,1,0
11.0,1.0,16.0,COD,Male,3.0,2.0,Regular Plus,3.0,Single,4.0,0.0,17.0,1.0,4.0,164.0,Computer,2,0
5.0,1.0,11.0,DC,Male,2.0,4.0,Super,1.0,Single,9.0,0.0,24.0,0.0,0.0,196.79,Mobile,2,0
15.0,1.0,23.0,DC,Female,2.0,2.0,Super,5.0,Single,4.0,1.0,13.0,0.0,2.0,165.45,Mobile,3,0
15.0,1.0,11.0,DC,Female,2.0,3.0,Super,1.0,Married,4.0,0.0,13.0,0.0,2.0,146.89,Mobile,2,0
4.0,3.0,10.0,Wallet,Male,2.0,3.0,Super,4.0,Single,2.0,0.0,18.0,4.0,7.0,193.55,Computer,3,1
8.0,1.0,14.0,DC,Female,3.0,4.0,HNI,4.0,Single,2.0,0.0,12.0,1.0,12.0,244.94,Mobile,1,0
51.0,1.0,10.0,DC,Male,4.0,2.0,Super,3.0,Divorced,6.0,0.0,25.0,2.0,9.0,181.0,Mobile,1,0
5.0,1.0,15.0,DC,Female,4.0,4.0,Super,1.0,Single,3.0,0.0,24.0,2.0,9.0,169.24,Mobile,2,0
0.0,3.0,32.0,DC,Male,3.0,5.0,Regular Plus,1.0,Single,3.0,1.0,16.0,1.0,3.0,116.18,Computer,0,1
30.0,1.0,7.0,DC,Male,3.0,1.0,Super,3.0,Married,1.0,0.0,24.0,1.0,8.0,149.0,Mobile,0,0
20.0,1.0,20.0,DC,Female,3.0,3.0,Regular Plus,3.0,Single,5.0,0.0,13.0,0.0,0.0,122.05000000000001,Mobile,2,0
12.0,3.0,26.0,Wallet,Male,3.0,3.0,Super Plus,5.0,Single,5.0,0.0,13.0,4.0,10.0,239.41000000000003,Mobile,3,0
14.0,1.0,16.0,CC,Female,3.0,4.0,Regular,3.0,Married,3.0,0.0,15.0,2.0,10.0,320.33,Mobile,1,0
9.0,1.0,27.0,DC,Female,3.0,4.0,HNI,1.0,Single,11.0,1.0,18.0,2.0,4.0,204.45,Mobile,2,0
99.0,1.0,20.0,CC,Female,2.0,3.0,Regular Plus,3.0,Single,2.0,0.0,16.0,1.0,0.0,115.13999999999999,Computer,0,0
26.0,1.0,33.0,DC,Female,3.0,3.0,Super Plus,1.0,Single,11.0,0.0,20.0,3.0,8.0,244.75,Mobile,2,0
1.0,3.0,16.0,Wallet,Male,4.0,5.0,Super,5.0,Married,11.0,1.0,15.0,2.0,3.0,187.34,Mobile,0,1
24.0,1.0,21.0,DC,Female,3.0,4.0,Regular,4.0,Single,7.0,0.0,18.0,1.0,5.0,329.26,Mobile,1,0
15.0,1.0,8.0,CC,Male,2.0,3.0,Regular Plus,1.0,Single,6.0,1.0,14.0,1.0,2.0,125.15,Computer,2,0
21.0,2.0,33.0,DC,Female,4.0,4.0,Regular,3.0,Married,5.0,0.0,12.0,2.0,1.0,321.58,Mobile,1,0
10.0,3.0,24.0,DC,Female,4.0,5.0,Super,3.0,Married,4.0,1.0,15.0,1.0,8.0,185.73,Others,2,0
25.0,1.0,16.0,DC,Male,4.0,4.0,Regular Plus,1.0,Married,5.0,0.0,24.0,2.0,4.0,145.75,Mobile,2,0
1.0,1.0,12.0,DC,Male,4.0,4.0,Regular Plus,1.0,Married,10.0,1.0,16.0,1.0,3.0,165.22,Computer,0,1
13.0,1.0,14.0,CC,Male,2.0,4.0,HNI,4.0,Married,3.0,0.0,11.0,1.0,8.0,237.57,Computer,1,0
11.0,1.0,16.0,CC,Female,2.0,5.0,HNI,3.0,Married,4.0,0.0,12.0,1.0,3.0,232.06,Mobile,1,0
5.0,1.0,42.0,DC,Female,2.0,4.0,Regular Plus,4.0,Single,6.0,0.0,14.0,3.0,1.0,134.37,Mobile,3,0
10.0,3.0,10.0,CC,Male,3.0,5.0,HNI,2.0,Divorced,6.0,0.0,12.0,1.0,13.0,221.99,Computer,1,0
19.0,1.0,36.0,CC,Female,3.0,4.0,Regular,4.0,Single,7.0,0.0,24.0,1.0,1.0,307.61,Computer,3,0
6.0,1.0,13.0,DC,Male,2.0,3.0,Super,3.0,Married,2.0,0.0,20.0,2.0,8.0,159.68,Computer,2,0
16.0,1.0,17.0,CC,Male,2.0,2.0,Regular Plus,2.0,Married,5.0,0.0,16.0,0.0,2.0,122.88999999999999,Mobile,2,0
1.0,1.0,39.0,DC,Male,3.0,4.0,Regular Plus,1.0,Married,3.0,0.0,15.0,1.0,3.0,157.04,Mobile,0,0
11.0,3.0,16.0,DC,Female,3.0,3.0,Super,1.0,Married,2.0,0.0,11.0,0.0,9.0,153.43,Mobile,2,0
8.0,1.0,17.0,CC,Male,3.0,4.0,HNI,5.0,Married,5.0,0.0,13.0,1.0,3.0,198.84,Computer,3,0
2.0,1.0,16.0,CC,Female,4.0,4.0,Regular Plus,3.0,Married,7.0,0.0,19.0,3.0,3.0,148.77,Mobile,0,0
30.0,1.0,6.0,DC,Male,2.0,5.0,Super,3.0,Married,3.0,1.0,13.0,1.0,3.0,156.6,Computer,0,0
6.0,3.0,35.0,CC,Female,2.0,3.0,Super,3.0,Married,5.0,0.0,13.0,0.0,1.0,147.39,Computer,2,0
15.0,1.0,28.0,DC,Female,2.0,1.0,Super,5.0,Single,7.0,1.0,13.0,1.0,2.0,170.45,Mobile,3,0
19.0,1.0,16.0,DC,Female,3.0,4.0,Super,5.0,Married,11.0,1.0,24.0,1.0,7.0,150.15,Mobile,3,0
0.0,3.0,24.0,Wallet,Male,3.0,3.0,HNI,3.0,Married,7.0,0.0,13.0,1.0,0.0,165.25,Mobile,0,1
29.0,1.0,19.0,CC,Male,3.0,5.0,Super Plus,4.0,Married,5.0,1.0,17.0,4.0,1.0,262.77,Computer,1,0
10.0,1.0,15.0,DC,Male,4.0,4.0,Super,4.0,Single,13.0,0.0,17.0,1.0,8.0,165.25,Mobile,3,0
19.0,1.0,17.0,DC,Male,4.0,4.0,Regular Plus,1.0,Married,5.0,0.0,22.0,1.0,3.0,151.54,Mobile,2,0
6.0,1.0,15.0,CC,Female,4.0,3.0,Super,2.0,Single,12.0,0.0,18.0,2.0,8.0,176.55,Mobile,2,0
10.0,1.0,27.0,DC,Male,4.0,4.0,Super,2.0,Single,7.0,0.0,23.0,2.0,10.0,207.79,Computer,2,0
0.0,1.0,20.0,CC,Female,2.0,3.0,Regular Plus,3.0,Single,2.0,0.0,16.0,1.0,0.0,115.13999999999999,Computer,0,0
6.0,1.0,33.0,CC,Male,3.0,2.0,Regular Plus,3.0,Married,12.0,1.0,14.0,1.0,3.0,153.59,Computer,2,1
4.0,1.0,12.0,COD,Female,3.0,4.0,Regular Plus,5.0,Married,7.0,0.0,15.0,1.0,31.0,157.04,Mobile,3,0
24.0,3.0,32.0,Wallet,Female,3.0,3.0,Super Plus,3.0,Married,3.0,0.0,14.0,4.0,17.0,263.07,Mobile,1,0
11.0,1.0,32.0,CC,Female,3.0,5.0,Super,1.0,Married,9.0,0.0,14.0,2.0,4.0,182.31,Mobile,2,0
1.0,1.0,18.0,CC,Female,4.0,5.0,Regular Plus,5.0,Single,3.0,1.0,16.0,2.0,1.0,151.0,Mobile,0,1
9.0,2.0,20.0,DC,Male,3.0,4.0,Regular Plus,5.0,Divorced,2.0,0.0,22.0,1.0,3.0,130.42,Mobile,3,0
4.0,2.0,15.0,UPI,Male,3.0,4.0,Super,5.0,Divorced,8.0,0.0,12.0,0.0,0.0,165.1,Mobile,3,0
10.0,1.0,19.0,CC,Female,3.0,4.0,Regular,5.0,Divorced,5.0,0.0,22.0,1.0,3.0,140.52,Others,3,0
1.0,1.0,12.0,DC,Male,3.0,4.0,Regular Plus,3.0,Married,4.0,0.0,24.0,2.0,2.0,142.23,Mobile,0,0
9.0,3.0,18.0,Wallet,Female,4.0,5.0,HNI,1.0,Married,9.0,1.0,13.0,4.0,13.0,230.77,Computer,1,0
20.0,3.0,12.0,Wallet,Female,4.0,4.0,HNI,5.0,Married,7.0,0.0,27.0,5.0,8.0,233.53,Mobile,1,0
10.0,1.0,16.0,DC,Female,4.0,4.0,Super,4.0,Married,9.0,0.0,14.0,1.0,3.0,180.31,Computer,3,0
0.0,1.0,10.0,CC,Male,2.0,4.0,Regular Plus,4.0,Married,3.0,0.0,17.0,1.0,0.0,132.96,Computer,0,1
11.0,1.0,15.0,DC,Male,3.0,3.0,Regular Plus,1.0,Married,3.0,0.0,19.0,1.0,3.0,147.71,Mobile,2,0
11.0,3.0,9.0,Wallet,Male,4.0,4.0,Super,3.0,Divorced,6.0,1.0,12.0,1.0,1.0,221.02,Mobile,2,0
1.0,1.0,11.0,DC,Male,3.0,4.0,Regular Plus,1.0,Single,3.0,1.0,21.0,3.0,3.0,153.75,Mobile,0,0
3.0,1.0,13.0,CC,Male,4.0,4.0,Regular Plus,5.0,Divorced,9.0,1.0,22.0,2.0,3.0,149.04,Mobile,0,1
19.0,1.0,19.0,CC,Female,3.0,6.0,Super,5.0,Single,6.0,1.0,16.0,1.0,5.0,184.69,Mobile,3,0
11.0,3.0,22.0,DC,Female,3.0,4.0,Super,1.0,Married,5.0,0.0,11.0,0.0,9.0,157.43,Others,2,0
31.0,3.0,40.0,Wallet,Male,3.0,5.0,Super Plus,2.0,Married,9.0,0.0,14.0,1.0,1.0,271.18,Mobile,2,0
0.0,3.0,16.0,Wallet,Male,2.0,3.0,Regular Plus,4.0,Single,4.0,0.0,14.0,0.0,0.0,133.79,Mobile,0,1
10.0,2.0,20.0,UPI,Male,3.0,4.0,Regular,4.0,Divorced,5.0,0.0,14.0,2.0,5.0,146.43,Others,3,0
29.0,1.0,11.0,CC,Male,3.0,5.0,Regular,5.0,Married,10.0,0.0,14.0,2.0,1.0,322.38,Mobile,1,0
11.0,1.0,28.0,DC,Male,4.0,4.0,Regular Plus,4.0,Married,9.0,0.0,22.0,1.0,1.0,165.25,Mobile,3,0
6.0,1.0,16.0,DC,Female,4.0,4.0,Super,2.0,Divorced,5.0,0.0,13.0,2.0,6.0,188.22,Mobile,2,0
1.0,1.0,21.0,CC,Female,4.0,5.0,Regular Plus,5.0,Single,3.0,1.0,18.0,1.0,1.0,156.0,Mobile,0,1
3.0,1.0,13.0,COD,Male,3.0,4.0,Super,3.0,Divorced,3.0,0.0,16.0,1.0,10.0,172.19,Computer,0,0
22.0,1.0,28.0,UPI,Female,3.0,3.0,Super Plus,4.0,Married,5.0,0.0,16.0,0.0,2.0,264.13,Mobile,3,0
1.0,2.0,29.0,UPI,Female,3.0,5.0,Regular,4.0,Married,5.0,0.0,13.0,2.0,1.0,153.63,Computer,0,1
1.0,3.0,18.0,CC,Male,3.0,3.0,Super,1.0,Single,5.0,0.0,16.0,0.0,2.0,149.08,Mobile,0,0
3.0,1.0,20.0,CC,Female,3.0,4.0,Regular Plus,3.0,Married,15.0,0.0,19.0,2.0,3.0,154.74,Mobile,0,0
0.0,3.0,10.0,DC,Female,2.0,4.0,Super,2.0,Single,2.0,1.0,11.0,0.0,3.0,144.87,Mobile,0,0
2.0,3.0,26.0,COD,Female,2.0,3.0,Regular Plus,1.0,Married,2.0,0.0,15.0,0.0,2.0,121.57,Computer,0,0
19.0,1.0,9.0,DC,Female,4.0,5.0,Regular Plus,3.0,Single,3.0,0.0,15.0,2.0,1.0,147.74,Mobile,2,0
11.0,3.0,19.0,Wallet,Male,3.0,4.0,HNI,3.0,Married,5.0,1.0,15.0,2.0,7.0,191.4,Mobile,1,0
10.0,1.0,19.0,DC,Male,3.0,4.0,Regular Plus,1.0,Married,4.0,0.0,12.0,2.0,12.0,162.1,Mobile,2,0
14.0,3.0,15.0,Wallet,Male,2.0,3.0,HNI,3.0,Married,6.0,0.0,14.0,6.0,7.0,197.41,Mobile,1,0
10.0,3.0,6.0,CC,Male,2.0,5.0,Super,1.0,Married,2.0,0.0,14.0,0.0,3.0,195.25,Computer,2,0
10.0,1.0,21.0,DC,Male,2.0,3.0,Super,4.0,Single,4.0,1.0,13.0,0.0,1.0,165.25,Mobile,3,0
9.0,3.0,30.0,Wallet,Male,4.0,4.0,HNI,4.0,Married,5.0,0.0,18.0,4.0,10.0,205.2,Mobile,1,0
7.0,3.0,38.0,Wallet,Female,3.0,4.0,Super,3.0,Married,5.0,0.0,23.0,1.0,7.0,174.12,Mobile,2,0
0.0,1.0,30.0,CC,Male,2.0,3.0,Regular Plus,4.0,Single,9.0,0.0,22.0,0.0,2.0,135.97,Mobile,0,0
1.0,1.0,23.0,CC,Female,5.0,4.0,Regular Plus,4.0,Single,7.0,0.0,18.0,1.0,3.0,165.25,Mobile,0,0
2.0,1.0,28.0,CC,Male,3.0,4.0,Regular Plus,1.0,Married,3.0,0.0,12.0,1.0,3.0,152.13,Mobile,0,0
17.0,1.0,19.0,CC,Male,3.0,3.0,Regular Plus,2.0,Married,10.0,0.0,17.0,1.0,3.0,149.89,Computer,2,0
1.0,1.0,34.0,DC,Male,3.0,4.0,Regular Plus,2.0,Single,5.0,1.0,25.0,2.0,2.0,152.95,Mobile,0,1
12.0,1.0,11.0,CC,Male,2.0,4.0,Regular,2.0,Divorced,5.0,0.0,15.0,9.0,3.0,297.72,Computer,1,0
6.0,1.0,19.0,CC,Male,4.0,4.0,HNI,1.0,Single,5.0,0.0,26.0,1.0,1.0,239.44,Mobile,2,0
9.0,1.0,15.0,DC,Female,2.0,4.0,Regular Plus,5.0,Married,13.0,1.0,14.0,1.0,0.0,141.19,Mobile,3,0
0.0,1.0,27.0,DC,Female,2.0,3.0,Regular Plus,3.0,Single,4.0,1.0,13.0,3.0,7.0,128.94,Mobile,0,1
0.0,1.0,14.0,CC,Male,2.0,3.0,Regular Plus,1.0,Single,6.0,0.0,15.0,0.0,2.0,129.8,Computer,0,0
8.0,1.0,15.0,CC,Female,4.0,4.0,Super,3.0,Single,5.0,0.0,12.0,1.0,4.0,186.42,Mobile,2,0
18.0,1.0,21.0,UPI,Male,3.0,4.0,Super,1.0,Married,8.0,1.0,16.0,1.0,4.0,165.25,Mobile,2,0
4.0,1.0,20.0,COD,Male,4.0,4.0,Regular Plus,3.0,Married,7.0,0.0,14.0,1.0,1.0,139.74,Computer,2,0
8.0,1.0,15.0,CC,Female,3.0,5.0,HNI,5.0,Single,4.0,0.0,13.0,3.0,9.0,244.31,Mobile,1,0
13.0,1.0,18.0,DC,Male,3.0,4.0,Regular,1.0,Single,6.0,0.0,16.0,1.0,4.0,322.31,Computer,1,0
2.0,1.0,17.0,UPI,Female,3.0,4.0,Super,3.0,Single,5.0,0.0,14.0,2.0,8.0,161.6,Mobile,0,0
1.0,1.0,25.0,CC,Male,3.0,4.0,Regular Plus,4.0,Married,5.0,1.0,16.0,2.0,3.0,153.73,Others,0,1
21.0,3.0,9.0,Wallet,Male,3.0,4.0,Super,4.0,Married,9.0,0.0,12.0,1.0,1.0,174.78,Computer,3,0
14.0,3.0,6.0,Wallet,Male,2.0,1.0,HNI,5.0,Married,2.0,0.0,16.0,1.0,7.0,183.92,Mobile,3,0
7.0,1.0,16.0,DC,Male,3.0,3.0,Regular Plus,3.0,Single,2.0,1.0,11.0,1.0,2.0,129.36,Mobile,2,1
7.0,1.0,11.0,CC,Male,2.0,4.0,Super,1.0,Married,2.0,0.0,14.0,0.0,13.0,139.86,Mobile,2,0
18.0,3.0,41.0,CC,Female,3.0,2.0,Super Plus,1.0,Married,9.0,1.0,19.0,5.0,12.0,259.2,Mobile,2,0
20.0,1.0,33.0,DC,Male,4.0,4.0,Regular Plus,1.0,Single,4.0,0.0,18.0,1.0,1.0,155.87,Mobile,2,1
0.0,1.0,11.0,DC,Female,2.0,3.0,Regular Plus,1.0,Single,1.0,1.0,14.0,1.0,2.0,123.78999999999999,Computer,0,0
15.0,1.0,36.0,DC,Male,2.0,4.0,Super,3.0,Single,3.0,0.0,14.0,2.0,7.0,144.32,Mobile,2,0
8.0,1.0,30.0,DC,Male,2.0,5.0,Regular Plus,3.0,Single,3.0,0.0,17.0,1.0,3.0,147.3,Mobile,2,0
4.0,3.0,29.0,UPI,Female,4.0,4.0,HNI,5.0,Divorced,2.0,0.0,12.0,3.0,9.0,209.12,Computer,3,0
8.0,2.0,10.0,UPI,Male,3.0,4.0,Regular Plus,2.0,Divorced,2.0,0.0,20.0,2.0,3.0,165.25,Mobile,2,0
28.0,1.0,30.0,CC,Male,3.0,3.0,Super,4.0,Divorced,6.0,1.0,14.0,6.0,7.0,168.85,Computer,3,0
7.0,1.0,14.0,CC,Male,2.0,1.0,Super,3.0,Married,3.0,0.0,12.0,0.0,2.0,144.04,Mobile,2,0
25.0,1.0,20.0,DC,Male,3.0,4.0,Regular,3.0,Single,13.0,0.0,15.0,9.0,16.0,322.37,Mobile,1,0
0.0,1.0,32.0,DC,Male,2.0,4.0,Regular,1.0,Married,5.0,0.0,12.0,0.0,2.0,129.04,Others,0,0
8.0,1.0,17.0,UPI,Male,3.0,3.0,Regular Plus,1.0,Married,3.0,0.0,12.0,1.0,0.0,119.50999999999999,Mobile,2,0
1.0,1.0,19.0,CC,Female,3.0,2.0,Regular Plus,3.0,Married,13.0,0.0,20.0,1.0,3.0,165.17,Mobile,0,0
9.0,3.0,15.0,Wallet,Female,4.0,5.0,HNI,1.0,Married,5.0,0.0,12.0,4.0,13.0,228.77,Computer,1,0
3.0,1.0,12.0,DC,Male,4.0,6.0,Regular Plus,2.0,Married,5.0,0.0,20.0,3.0,9.0,156.2,Computer,0,0
1.0,1.0,9.0,CC,Male,4.0,2.0,Regular Plus,5.0,Single,9.0,0.0,14.0,2.0,2.0,159.24,Mobile,0,0
7.0,3.0,8.0,Wallet,Female,3.0,3.0,Regular Plus,3.0,Married,7.0,0.0,18.0,0.0,2.0,122.31,Computer,2,0
8.0,3.0,6.0,CC,Female,3.0,3.0,Super,3.0,Single,2.0,0.0,16.0,1.0,3.0,148.59,Mobile,2,0
1.0,1.0,11.0,CC,Male,3.0,4.0,Regular Plus,4.0,Married,11.0,0.0,14.0,2.0,3.0,164.68,Mobile,0,0
15.0,1.0,19.0,COD,Male,2.0,3.0,Regular Plus,3.0,Married,5.0,0.0,23.0,1.0,3.0,136.36,Computer,2,0
6.0,1.0,12.0,DC,Female,4.0,5.0,Super,4.0,Married,5.0,0.0,13.0,2.0,6.0,183.78,Mobile,3,0
1.0,3.0,20.0,COD,Female,3.0,4.0,Super,4.0,Single,7.0,0.0,12.0,2.0,1.0,182.65,Computer,0,1
7.0,3.0,34.0,CC,Female,3.0,4.0,Super,3.0,Divorced,4.0,0.0,14.0,1.0,2.0,173.39,Computer,2,0
9.0,3.0,17.0,CC,Male,3.0,2.0,Super,1.0,Married,5.0,0.0,16.0,1.0,9.0,189.09,Mobile,2,0
22.0,1.0,22.0,CC,Female,3.0,3.0,Regular Plus,5.0,Married,5.0,1.0,16.0,1.0,2.0,125.87,Mobile,3,0
10.0,1.0,34.0,CC,Male,3.0,2.0,Super,1.0,Married,8.0,0.0,18.0,1.0,4.0,156.71,Computer,2,0
1.0,1.0,13.0,DC,Male,4.0,4.0,Regular Plus,3.0,Married,5.0,0.0,13.0,2.0,4.0,151.17,Mobile,0,0
18.0,3.0,17.0,DC,Female,1.0,3.0,Super,5.0,Married,8.0,1.0,12.0,0.0,3.0,157.06,Mobile,3,0
21.0,1.0,28.0,CC,Female,2.0,3.0,Super Plus,1.0,Married,4.0,0.0,11.0,1.0,7.0,271.74,Computer,2,0
7.0,1.0,6.0,DC,Male,2.0,3.0,Regular Plus,1.0,Married,2.0,0.0,12.0,1.0,8.0,126.91,Mobile,2,0
22.0,3.0,36.0,CC,Female,4.0,4.0,HNI,3.0,Married,5.0,0.0,22.0,1.0,1.0,250.04000000000002,Mobile,2,0
1.0,1.0,17.0,CC,Male,3.0,4.0,Regular Plus,1.0,Married,5.0,0.0,14.0,1.0,1.0,146.06,Computer,0,0
23.0,1.0,28.0,CC,Male,2.0,5.0,Super Plus,1.0,Single,2.0,1.0,13.0,1.0,9.0,244.11,Computer,2,0
6.0,1.0,16.0,DC,Female,4.0,4.0,Super,1.0,Married,3.0,1.0,13.0,2.0,6.0,188.22,Mobile,2,0
29.0,1.0,25.0,CC,Male,4.0,4.0,Super,4.0,Divorced,5.0,0.0,15.0,7.0,8.0,188.85,Computer,1,0
26.0,1.0,38.0,CC,Female,3.0,2.0,Super Plus,3.0,Divorced,8.0,1.0,13.0,1.0,3.0,165.25,Computer,0,0
20.0,1.0,20.0,DC,Female,4.0,5.0,Super,5.0,Married,14.0,1.0,25.0,2.0,8.0,178.15,Mobile,3,0
0.0,1.0,11.0,DC,Male,2.0,2.0,Super,3.0,Married,2.0,0.0,12.0,1.0,5.0,140.0,Computer,0,0
6.0,1.0,36.0,DC,Female,3.0,5.0,Regular Plus,4.0,Single,3.0,0.0,14.0,1.0,2.0,153.37,Mobile,3,0
30.0,1.0,19.0,DC,Male,3.0,6.0,HNI,1.0,Single,9.0,0.0,14.0,1.0,3.0,201.6,Mobile,2,0
2.0,1.0,16.0,CC,Male,2.0,3.0,Regular Plus,5.0,Single,3.0,1.0,18.0,0.0,5.0,152.23,Mobile,0,0
4.0,1.0,19.0,DC,Male,2.0,3.0,Super,1.0,Married,7.0,0.0,23.0,0.0,7.0,166.15,Mobile,2,0
20.0,1.0,12.0,DC,Male,2.0,3.0,Regular,4.0,Single,10.0,1.0,12.0,5.0,8.0,299.46,Mobile,1,1
9.0,1.0,35.0,DC,Male,3.0,2.0,Super,3.0,Married,3.0,0.0,18.0,7.0,9.0,159.07,Mobile,1,0
7.0,1.0,36.0,COD,Female,3.0,4.0,Regular Plus,3.0,Married,6.0,0.0,22.0,1.0,0.0,125.28999999999999,Computer,2,0
21.0,3.0,11.0,DC,Female,3.0,4.0,Super,2.0,Single,3.0,1.0,18.0,2.0,8.0,166.63,Mobile,2,0
13.0,3.0,13.0,CC,Male,2.0,3.0,Regular,4.0,Single,2.0,0.0,14.0,1.0,8.0,165.25,Mobile,3,0
30.0,1.0,13.0,DC,Female,2.0,3.0,Regular,3.0,Married,6.0,0.0,11.0,1.0,10.0,295.66,Mobile,1,0
5.0,3.0,19.0,DC,Male,3.0,3.0,Super,2.0,Married,3.0,0.0,11.0,0.0,3.0,144.03,Mobile,2,0
12.0,1.0,17.0,DC,Female,2.0,3.0,HNI,4.0,Single,9.0,0.0,18.0,0.0,2.0,188.76,Mobile,3,0
16.0,1.0,12.0,CC,Female,3.0,4.0,Super,3.0,Single,2.0,1.0,14.0,1.0,8.0,165.25,Mobile,2,0
5.0,1.0,9.0,DC,Female,3.0,6.0,Regular Plus,2.0,Married,6.0,1.0,14.0,1.0,1.0,152.78,Mobile,2,1
18.0,1.0,35.0,COD,Male,2.0,3.0,HNI,1.0,Divorced,5.0,1.0,18.0,1.0,2.0,193.8,Mobile,2,0
8.0,1.0,8.0,DC,Male,2.0,4.0,Super,4.0,Married,3.0,0.0,18.0,6.0,4.0,202.74,Mobile,1,0
2.0,1.0,34.0,CC,Female,3.0,4.0,Regular Plus,5.0,Single,2.0,0.0,14.0,0.0,4.0,137.85,Mobile,0,0
29.0,2.0,39.0,UPI,Male,4.0,2.0,Regular,4.0,Married,7.0,1.0,19.0,2.0,5.0,321.36,Mobile,1,0
9.0,3.0,9.0,Wallet,Female,2.0,3.0,Super,4.0,Single,4.0,1.0,16.0,0.0,1.0,192.78,Mobile,3,0
21.0,1.0,14.0,COD,Male,4.0,4.0,Regular Plus,1.0,Married,12.0,0.0,14.0,2.0,3.0,164.2,Mobile,2,0
13.0,1.0,21.0,DC,Female,2.0,3.0,Super,5.0,Married,5.0,0.0,12.0,1.0,3.0,165.25,Mobile,3,0
27.0,1.0,16.0,CC,Male,3.0,2.0,Super Plus,4.0,Single,9.0,0.0,15.0,7.0,9.0,294.98,Mobile,1,0
11.0,1.0,37.0,CC,Female,3.0,5.0,Super,1.0,Married,9.0,0.0,16.0,2.0,3.0,188.31,Mobile,2,0
29.0,1.0,14.0,DC,Male,3.0,3.0,Regular Plus,5.0,Married,5.0,1.0,18.0,2.0,2.0,1992.0,Mobile,1,0
